member_id,name,name_alt,roman_name,gender,dob,age,district,district_en,committees,committees_en,terms,party,party_en,party_group,party_group_en,loyalty,loyalty_rank,attendance,attendance_rank,absenteeism,absenteeism_rank,dp_vote_freq,dp_alignment,jeong_alignment,gugmin_alignment
9771192,김주영,金周暎,Kim Juyoung,M,1961-10-15,60.701369863013696,경기 김포시갑,Gyeonggi | Gimpo A,['기획재정위원회'],['Strategy and Finance Committee'],1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9878261848834472,169.0,0.9268727705112961,61,0.07312722948870387,246,0.9769082745349583,0.9878261848834472,0.9208210554746228,0.9260223829338605
9771219,신정훈,辛正勳,Shin Jeonghoon,M,1964-12-06,57.558904109589044,전남 나주시화순군,S. Jeolla | Naju-Hwasun,"['산업통상자원중소벤처기업위원회', '예산결산특별위원회']","['Trade, Industry, Energy, SMEs, and Startups Committee', 'Special Committee on Budget and Accounts']",2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9967224258420889,76.0,0.8537455410225921,124,0.14625445897740785,184,0.9930362116991643,0.9967224258420889,0.9303545623122967,0.9390857521349085
9771282,최강욱,崔康旭,Choe Kangwook,M,1968-05-05,54.14794520547945,비례대표,Proportional seat,['법제사법위원회'],['Legislation and Judiciary Committee'],1,열린민주당,Open Democratic Party,더불어민주당,Democratic Party of Korea,0.9930963883071199,134.0,0.7847800237812128,171,0.2152199762187872,137,0.9878787878787879,0.9930963883071199,0.939307415124808,0.927627514104379
9771248,박대수,朴大壽,Park Daesoo,M,1960-08-30,61.827397260273976,비례대표,Proportional seat,['환경노동위원회'],['Environment and Labor Committee'],1,국민의힘,People Power Party,국민의힘,People Power Party,0.938602290936774,244.0,0.8055885850178359,157,0.19441141498216408,151,0.9129151291512915,0.9000375267306155,0.8708146852976876,0.938602290936774
9771135,박수영,朴洙瑩,Park Sooyoung,M,1964-01-07,58.47123287671233,부산 남구갑,Busan | Nam A,['정무위원회'],['National Policy Committee'],1,국민의힘,People Power Party,국민의힘,People Power Party,0.902954225691497,267.0,0.8846611177170036,95,0.11533888228299638,212,0.8393817204301075,0.8280936270546809,0.7870425759067038,0.902954225691497
9771092,서삼석,徐參錫,Seo Samseok,M,1959-08-03,62.9013698630137,전남 영암군무안군신안군,S. Jeolla | Yeongam-Muan-Sinan,['농림축산식품해양수산위원회'],"['Agriculture, Food, Rural Affairs, Oceans and Fisheries Committee']",2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9980917666695414,40.0,0.9958382877526754,2,0.004161712247324645,305,0.9988059701492538,0.9980917666695414,0.9218354248366435,0.9249320537457343
9770962,추경호,秋慶鎬,Choo Kyungho,M,1960-07-29,61.915068493150685,대구 달성군,Daegu | Dalseong,"['국회운영위원회', '기획재정위원회', '윤리특별위원회']","['House Steering Committee', 'Strategy and Finance Committee', 'Special Committee on Ethics']",2,국민의힘,People Power Party,국민의힘,People Power Party,0.9562749952407135,222.0,0.6884661117717004,212,0.31153388822829964,96,0.8955094991364422,0.8810249334425331,0.8392255758551704,0.9562749952407135
9771152,김교흥,金敎興,Kim Kyoheung,M,1960-08-30,61.827397260273976,인천 서구갑,Incheon | Seo A,['국토교통위원회'],"['Land, Infrastructure and Transport Committee']",2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9972738831330177,65.0,0.845422116527943,130,0.15457788347205703,177,0.9943741209563994,0.9972738831330177,0.9220629212692268,0.9324213760275645
9771106,이낙연,李洛淵,Lee Nakyon,M,1952-12-20,69.52054794520548,서울 종로구,Seoul | Jongno,['외교통일위원회'],['Foreign Affairs and Unification Committee'],5,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9862969712184716,175.0,0.2615933412604043,293,0.7384066587395957,15,0.9727272727272728,0.9862969712184716,0.8863397781800979,0.8371384389482239
9771256,허은아,許垠娥,Her Euna,F,1972-05-26,50.09041095890411,비례대표,Proportional seat,['과학기술정보방송통신위원회'],"['Science, ICT, Future Planning, Broadcasting and Communications Committee']",1,국민의힘,People Power Party,국민의힘,People Power Party,0.8745575436817721,273.0,0.7568370986920333,181,0.2431629013079667,127,0.7753338570306363,0.7975586250072596,0.7873029123401547,0.8745575436817721
9770752,남인순,南仁順,Nam Insoon,F,1958-11-05,63.64383561643836,서울 송파구병,Seoul | Songpa C,['보건복지위원회'],['Health and Welfare Committee'],3,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9935930438552492,128.0,0.8442330558858502,132,0.15576694411414982,176,0.9887323943661972,0.9935930438552492,0.9328045259952568,0.91068508485024
9770712,김경협,金炅俠,Kim Kyunghyup,M,1962-11-07,59.63835616438356,경기 부천시갑,Gyeonggi | Bucheon A,"['기획재정위원회', '정보위원회']","['Strategy and Finance Committee', 'Intelligence Committee']",3,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9865850683176927,173.0,0.8210463733650416,147,0.1789536266349584,161,0.9818971759594497,0.9865850683176927,0.9167055273876606,0.9009040289686642
9771125,박진,朴振,Park Jin,M,1956-09-16,65.78082191780823,서울 강남구을,Seoul | Gangnam B,"['외교통일위원회', '예산결산특별위원회']","['Foreign Affairs and Unification Committee', 'Special Committee on Budget and Accounts']",4,국민의힘,People Power Party,국민의힘,People Power Party,0.9595079750143406,216.0,0.6866825208085613,214,0.3133174791914387,94,0.9376623376623376,0.9296314531896901,0.9013665213605203,0.9595079750143406
9770602,이명수,李明洙,Lee Myoungsu,M,1955-02-11,67.37534246575342,충남 아산시갑,S. Chungcheong | Asan A,['행정안전위원회'],['Public Administration and Security Committee'],4,국민의힘,People Power Party,국민의힘,People Power Party,0.9640173471870448,208.0,0.6064209274673008,239,0.3935790725326992,69,0.9745098039215686,0.9653230037472406,0.9258537444806754,0.9640173471870448
9770929,박용진,朴用鎭,Park Yongjin,M,1971-04-17,51.1972602739726,서울 강북구을,Seoul | Gangbuk B,['정무위원회'],['National Policy Committee'],2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9890794957524998,162.0,0.8240190249702735,144,0.17598097502972654,163,0.9855699855699855,0.9890794957524998,0.9318203314051133,0.9298015273763268
9770990,조응천,趙應天,Cho Eungcheon,M,1962-09-17,59.778082191780825,경기 남양주시갑,Gyeonggi | Namyangju A,['국토교통위원회'],"['Land, Infrastructure and Transport Committee']",2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9792512252425762,187.0,0.7259215219976218,196,0.27407847800237817,112,0.9713349713349714,0.9792512252425762,0.8928259133284607,0.9016189763250863
9771150,정일영,鄭日永,Chung Ilyoung,M,1957-08-14,64.87123287671233,인천 연수구을,Incheon | Yeonsu B,['기획재정위원회'],['Strategy and Finance Committee'],1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9994019841523616,9.0,0.9387633769322236,52,0.06123662306777644,255,1.0,0.9994019841523616,0.9233237802276768,0.9258055447157183
9770871,우상호,禹相虎,Woo Sangho,M,1962-12-12,59.54246575342466,서울 서대문구갑,Seoul | Seodaemun A,['과학기술정보방송통신위원회'],"['Science, ICT, Future Planning, Broadcasting and Communications Committee']",4,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9961130987940048,91.0,0.5439952437574316,256,0.4560047562425684,52,0.9978142076502732,0.9961130987940048,0.9224522930785184,0.9157757046591081
9770933,강병원,姜炳遠,Kang Byungwon,M,1971-07-09,50.96986301369863,서울 은평구을,Seoul | Eunpyeong B,['보건복지위원회'],['Health and Welfare Committee'],2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9961997690615941,89.0,0.8816884661117717,99,0.11831153388822835,208,0.9912339851652057,0.9961997690615941,0.9219819875311086,0.9166357994331842
9770927,기동민,奇東旻,Ki Dongmin,M,1966-02-23,56.342465753424655,서울 성북구을,Seoul | Seongbuk B,['국방위원회'],['National Defense Committee'],2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.993142490793444,133.0,0.9898929845422116,8,0.01010701545778836,300,0.9861861861861861,0.993142490793444,0.9185775873823361,0.9217217317147292
9770912,유의동,兪義東,Yu Euidong,M,1971-06-23,51.013698630136986,경기 평택시을,Gyeonggi | Pyeongtaek B,['정무위원회'],['National Policy Committee'],3,국민의힘,People Power Party,국민의힘,People Power Party,0.9075293271123515,265.0,0.5790725326991677,245,0.4209274673008323,63,0.7905544147843943,0.8069088753047859,0.8088990082650813,0.9075293271123515
9771202,엄태영,嚴泰永,Eom Taeyoung,M,1958-01-22,64.43013698630136,충북 제천시단양군,N. Chungcheong | Jecheon-Danyang,['산업통상자원중소벤처기업위원회'],"['Trade, Industry, Energy, SMEs, and Startups Committee']",1,국민의힘,People Power Party,국민의힘,People Power Party,0.9397396477848956,243.0,0.5107015457788348,265,0.48929845422116525,43,0.8707799767171129,0.8616066620943971,0.8490525463645837,0.9397396477848956
9771246,신원식,申源湜,Shin Wonsik,M,1958-07-24,63.92876712328767,비례대표,Proportional seat,"['국회운영위원회', '국방위원회']","['House Steering Committee', 'National Defense Committee']",1,국민의힘,People Power Party,국민의힘,People Power Party,0.8641922315151106,278.0,0.5665873959571938,247,0.43341260404280624,61,0.8331584470094439,0.7536008140540379,0.736026098178641,0.8641922315151106
9771204,문진석,文振碩,Moon Jinseog,M,1962-02-12,60.37260273972603,충남 천안시갑,S. Chungcheong | Cheonan A,['국토교통위원회'],"['Land, Infrastructure and Transport Committee']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9864828228483288,174.0,0.8341260404280618,137,0.16587395957193818,171,0.9757662152530292,0.9864828228483288,0.9071436990752468,0.9089105018992164
9771250,지성호,地成浩,Ji Seongho,M,1982-04-03,40.23561643835617,비례대표,Proportional seat,['외교통일위원회'],['Foreign Affairs and Unification Committee'],1,국민의힘,People Power Party,국민의힘,People Power Party,0.9478175286804017,229.0,0.7901307966706302,168,0.20986920332936976,140,0.8976674191121143,0.9047889695395746,0.8691765479012283,0.9478175286804017
9770741,김태년,金太年,Kim Taenyeon,M,1965-03-20,57.273972602739725,경기 성남시수정구,Gyeonggi | Seongnam Sujeong,['외교통일위원회'],['Foreign Affairs and Unification Committee'],4,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9981418703567012,37.0,0.6367419738406659,227,0.3632580261593341,81,0.996265172735761,0.9981418703567012,0.8982359103269634,0.9176302386334393
9770975,김영주,金榮珠,Kim Youngjoo,F,1955-07-27,66.92054794520548,서울 영등포구갑,Seoul | Yeongdeungpo A,['외교통일위원회'],['Foreign Affairs and Unification Committee'],4,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.997882439955941,46.0,0.9328180737217598,58,0.06718192627824016,250,0.9974506054811982,0.997882439955941,0.922726136548113,0.9230715058299535
9770872,우원식,禹元植,Woo Wonshik,M,1957-09-18,64.77534246575343,서울 노원구을,Seoul | Nowon B,['기획재정위원회'],['Strategy and Finance Committee'],4,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9875901323660953,170.0,0.5618311533888228,250,0.43816884661117717,58,0.982010582010582,0.9875901323660953,0.9048579878773374,0.8983555297009425
9770936,황희,黃熙,Hwang Hee,M,1967-07-28,54.917808219178085,서울 양천구갑,Seoul | Yangcheon A,['국방위원회'],['National Defense Committee'],2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9977448036851374,51.0,0.30023781212841855,288,0.6997621878715814,20,0.996039603960396,0.9977448036851374,0.9009776889782546,0.8845637972514888
9771156,조오섭,曺五燮,Jo Oseop,M,1968-07-19,53.942465753424656,광주 북구갑,Gwangju | Buk A,"['국토교통위원회', '예산결산특별위원회']","['Land, Infrastructure and Transport Committee', 'Special Committee on Budget and Accounts']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9878784437570963,168.0,0.9571938168846611,32,0.0428061831153389,275,0.9819875776397515,0.9878784437570963,0.9213551608254967,0.9100872491924659
9771181,김남국,金南局,Kim Namkuk,M,1982-10-22,39.68219178082192,경기 안산시단원구을,Gyeonggi | Ansan Danwon B,"['법제사법위원회', '예산결산특별위원회']","['Legislation and Judiciary Committee', 'Special Committee on Budget and Accounts']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9981380755903196,39.0,0.8246135552913199,143,0.17538644470868014,165,0.9971160778658976,0.9981380755903196,0.9315377160712154,0.9289231967983348
9771000,임종성,林鍾聲,Lim Jongseong,M,1965-08-05,56.895890410958906,경기 광주시을,Gyeonggi | Gwangju B,['환경노동위원회'],['Environment and Labor Committee'],2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9929806661820832,137.0,0.9458977407847801,41,0.05410225921521994,265,0.9912005028284098,0.9929806661820832,0.9303233064023629,0.9366401693770139
9771236,서일준,徐一俊,Seo Iljun,M,1965-05-10,57.134246575342466,경남 거제시,S. Gyeongsang | Geoje,['기획재정위원회'],['Strategy and Finance Committee'],1,국민의힘,People Power Party,국민의힘,People Power Party,0.9363023370647565,246.0,0.6456599286563615,224,0.35434007134363854,84,0.8858195211786372,0.8800236255818843,0.8613515888588775,0.9363023370647565
9770997,김두관,金斗官,Kim Dukwan,M,1959-04-10,63.21643835616438,경남 양산시을,S. Gyeongsang | Yangsan B,['기획재정위원회'],['Strategy and Finance Committee'],2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9980762590365608,41.0,0.6438763376932224,225,0.3561236623067776,83,0.9953831948291783,0.9980762590365608,0.9235093159943965,0.9398230586903987
9771210,김수흥,金洙興,Kim Sooheung,M,1961-04-29,61.16438356164384,전북 익산시갑,N. Jeolla | Iksan A,['기획재정위원회'],['Strategy and Finance Committee'],1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9967349882690061,75.0,0.9881093935790726,12,0.01189060642092743,295,0.9963898916967509,0.9967349882690061,0.918558492881131,0.9233062915144186
9771274,류호정,柳好貞,Ryu Hojeong,F,1992-08-09,29.884931506849316,비례대표,Proportional seat,"['산업통상자원중소벤처기업위원회', '윤리특별위원회']","['Trade, Industry, Energy, SMEs, and Startups Committee', 'Special Committee on Ethics']",1,정의당,Justice Party,정의당,Justice Party,0.9947373676899843,115.0,0.9821640903686087,17,0.017835909631391256,291,0.912227602905569,0.9177584451440982,0.9947373676899843,0.892506364376374
9771179,홍기원,洪起元,Hong Keewon,M,1964-12-13,57.53972602739726,경기 평택시갑,Gyeonggi | Pyeongtaek A,"['국회운영위원회', '국토교통위원회', '정보위원회']","['House Steering Committee', 'Land, Infrastructure and Transport Committee', 'Intelligence Committee']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9985461470377816,27.0,0.8186682520808561,149,0.18133174791914386,159,0.9970951343500363,0.9985461470377816,0.924793203166761,0.9132068673545868
9771140,정동만,鄭東萬,Jeong Dongman,M,1965-07-18,56.945205479452056,부산 기장군,Busan | Gijang,"['국토교통위원회', '예산결산특별위원회']","['Land, Infrastructure and Transport Committee', 'Special Committee on Budget and Accounts']",1,국민의힘,People Power Party,국민의힘,People Power Party,0.9635240358211716,209.0,0.9191438763376932,67,0.08085612366230677,241,0.9243208279430789,0.9223681097512608,0.8810024491058757,0.9635240358211716
9771123,윤희숙,尹喜淑,Yun Heesuk,F,1970-02-07,52.38630136986301,서울 서초구갑,Seoul | Seocho A,['기획재정위원회'],['Strategy and Finance Committee'],1,국민의힘,People Power Party,국민의힘,People Power Party,0.8568426231491623,279.0,0.5630202140309156,249,0.4369797859690844,59,0.8363252375923971,0.7903384332671773,0.7655352374746824,0.8568426231491623
9771024,김석기,金碩基,Kim Seokki,M,1954-08-06,67.89315068493151,경북 경주시,N. Gyeongsang | Gyeongju,['외교통일위원회'],['Foreign Affairs and Unification Committee'],2,국민의힘,People Power Party,국민의힘,People Power Party,0.9684744835013259,198.0,0.3162901307966706,285,0.6837098692033294,23,0.9379699248120301,0.9043797924867628,0.8420374397033822,0.9684744835013259
9770812,윤재옥,尹在玉,Yun Jaeok,M,1961-09-10,60.797260273972604,대구 달서구을,Daegu | Dalseo B,['정무위원회'],['National Policy Committee'],3,국민의힘,People Power Party,국민의힘,People Power Party,0.9496774754554991,226.0,0.7657550535077289,177,0.23424494649227112,131,0.9425465838509317,0.8983020848008484,0.8715622891335142,0.9496774754554991
9771242,이종성,李鍾成,Lee Jongseong,M,1970-02-17,52.35890410958904,비례대표,Proportional seat,['보건복지위원회'],['Health and Welfare Committee'],1,국민의힘,People Power Party,국민의힘,People Power Party,0.938436130385381,245.0,0.8602853745541023,119,0.13971462544589774,189,0.8984105044920525,0.8644065979473201,0.8326411619730397,0.938436130385381
9771189,정찬민,鄭燦敏,Jung Chanmin,M,1958-05-16,64.11780821917809,경기 용인시갑,Gyeonggi | Yongin A,['교육위원회'],['Education Committee'],1,국민의힘,People Power Party,국민의힘,People Power Party,0.9487918295860422,228.0,0.6896551724137931,211,0.31034482758620685,97,0.9491379310344827,0.9138041020816636,0.8763493798922781,0.9487918295860422
9770826,이원욱,李元旭,Lee Wonwook,M,1963-03-20,59.273972602739725,경기 화성시을,Gyeonggi | Hwaseong B,['과학기술정보방송통신위원회'],"['Science, ICT, Future Planning, Broadcasting and Communications Committee']",3,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9730580335594529,193.0,0.7027348394768134,205,0.29726516052318663,103,0.9636209813874789,0.9730580335594529,0.900861056639488,0.9109623187210889
9771109,고민정,高旼廷,Ko Minjung,F,1979-08-23,42.846575342465755,서울 광진구을,Seoul | Gwangjin B,"['보건복지위원회', '예산결산특별위원회']","['Health and Welfare Committee', 'Special Committee on Budget and Accounts']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9915328345303265,147.0,0.9048751486325802,81,0.09512485136741977,227,0.9888304862023654,0.9915328345303265,0.9236771099008216,0.9133480021716904
9771237,김태호,金台鎬,Kim Taeho,M,1962-08-21,59.85205479452055,경남 산청군함양군거창군합천군,S. Gyeongsang | Sancheong-Hamyang-Geochang-Hapcheon,['외교통일위원회'],['Foreign Affairs and Unification Committee'],3,무소속,Unaffiliated,무소속,Unaffiliated,,,0.11771700356718193,300,0.882282996432818,8,0.898989898989899,0.8860632741228435,0.8576934154267434,0.9655816013731954
9771187,문정복,文貞福,Moon Jeongbog,F,1967-01-10,55.463013698630135,경기 시흥시갑,Gyeonggi | Siheung A,"['국토교통위원회', '예산결산특별위원회']","['Land, Infrastructure and Transport Committee', 'Special Committee on Budget and Accounts']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9915547743380626,146.0,0.7633769322235434,178,0.23662306777645659,130,0.9890965732087228,0.9915547743380626,0.9137539678254359,0.9062234726468003
9771226,박형수,朴亨修,Park Hyeungsoo,M,1965-10-20,56.68767123287671,경북 영주시영양군봉화군울진군,N. Gyeongsang | Yeongju-Yeongyang-Bonghwa-Uljin,['기획재정위원회'],['Strategy and Finance Committee'],1,국민의힘,People Power Party,국민의힘,People Power Party,0.9661035696842092,205.0,0.8495838287752675,127,0.1504161712247325,181,0.9230230930720784,0.9259556074238967,0.8852098173143884,0.9661035696842092
9771182,한준호,韓俊鎬,Han Junho,M,1974-02-20,48.35068493150685,경기 고양시을,Gyeonggi | Goyang B,"['국회운영위원회', '과학기술정보방송통신위원회']","['House Steering Committee', 'Science, ICT, Future Planning, Broadcasting and Communications Committee']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9930025564247638,136.0,0.856718192627824,121,0.143281807372176,187,0.9902845246356696,0.9930025564247638,0.9100047755209988,0.9117833659166508
9771232,이달곤,李達坤,Lee Dalgon,M,1953-09-11,68.79452054794521,경남 창원시진해구,S. Gyeongsang | Changwon Jinhae,['문화체육관광위원회'],"['Culture, Sports and Tourism Committee']",2,국민의힘,People Power Party,국민의힘,People Power Party,0.9450402726229186,235.0,0.4976218787158145,268,0.5023781212841856,40,0.9354838709677419,0.9072205973657463,0.8589750665723002,0.9450402726229186
9770914,이종배,李鍾培,Lee Jongbae,M,1957-05-30,65.07945205479452,충북 충주시,N. Chungcheong | Cheongju,"['국토교통위원회', '예산결산특별위원회']","['Land, Infrastructure and Transport Committee', 'Special Committee on Budget and Accounts']",3,국민의힘,People Power Party,국민의힘,People Power Party,0.9604189673695008,215.0,0.8139120095124851,151,0.1860879904875149,157,0.9174579985390796,0.9157042093878504,0.8772942737305598,0.9604189673695008
9771211,한병도,韓秉道,Han Byungdo,M,1967-12-07,54.556164383561644,전북 익산시을,N. Jeolla | Iksan B,"['국회운영위원회', '행정안전위원회']","['House Steering Committee', 'Public Administration and Security Committee']",2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9979146733913461,44.0,0.9833531510107015,15,0.01664684898929847,292,0.9969770253929867,0.9979146733913461,0.9190636037438592,0.9234382907864912
9770985,김성원,金成願,Kim Sungwon,M,1973-10-15,48.701369863013696,경기 동두천시연천군,Gyeonggi | Dongducheon-Yeoncheon,"['환경노동위원회', '예산결산특별위원회']","['Environment and Labor Committee', 'Special Committee on Budget and Accounts']",2,국민의힘,People Power Party,국민의힘,People Power Party,0.9400592808256262,242.0,0.5885850178359097,242,0.41141498216409034,66,0.9030303030303031,0.8925021138097659,0.8516926788794638,0.9400592808256262
9771112,천준호,千俊鎬,Cheon Junho,M,1971-02-15,51.364383561643834,서울 강북구갑,Seoul | Gangbuk A,['국토교통위원회'],"['Land, Infrastructure and Transport Committee']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9936161672420266,127.0,0.8840665873959572,97,0.11593341260404277,211,0.9905850706119704,0.9936161672420266,0.923941442412314,0.9103742730896293
9771238,송재호,宋在祜,Song Jaeho,M,1960-12-20,61.52054794520548,제주 제주시갑,Jeju | Jeju A,"['정무위원회', '예산결산특별위원회']","['National Policy Committee', 'Special Committee on Budget and Accounts']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9944499253400328,119.0,0.6634958382877527,221,0.3365041617122473,87,0.989247311827957,0.9944499253400328,0.9184886997626641,0.9344891270756153
9771272,전용기,田溶冀,Jeon Yonggi,M,1991-10-26,30.671232876712327,비례대표,Proportional seat,['문화체육관광위원회'],"['Culture, Sports and Tourism Committee']",1,더불어시민당,Platform Party,더불어민주당,Democratic Party of Korea,0.9963082336830578,86.0,0.9958382877526754,2,0.004161712247324645,305,0.9940298507462687,0.9963082336830578,0.9259158902215152,0.9235194152429573
9770956,곽상도,郭尙道,Kwak Sangdo,M,1959-12-23,62.512328767123286,대구 중구남구,Daegu | Jung-Nam,"['교육위원회', '예산결산특별위원회']","['Education Committee', 'Special Committee on Budget and Accounts']",2,국민의힘,People Power Party,국민의힘,People Power Party,0.8074969246668487,291.0,0.351961950059453,279,0.6480380499405469,29,0.6976351351351351,0.6179863251669516,0.627356095076835,0.8074969246668487
9771214,김원이,金元二,Kim Woni,M,1968-11-11,53.62739726027397,전남 목포시,S. Jeolla | Mokpo,['보건복지위원회'],['Health and Welfare Committee'],1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9933574885752675,132.0,0.8727705112960761,107,0.12722948870392392,200,0.9870572207084468,0.9933574885752675,0.9187122782315793,0.911502906875197
9771198,이광재,李光宰,Lee Kwangjae,M,1965-02-28,57.32876712328767,강원 원주시갑,Gangwon | Wonju A,['기획재정위원회'],['Strategy and Finance Committee'],3,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.996332382832561,85.0,0.415576694411415,274,0.584423305588585,34,0.994277539341917,0.996332382832561,0.9046184422389423,0.903888505890648
9770883,주호영,朱豪英,Joo Hoyoung,M,1960-12-10,61.54794520547945,대구 수성구갑,Daegu | Suseong A,['과학기술정보방송통신위원회'],"['Science, ICT, Future Planning, Broadcasting and Communications Committee']",5,국민의힘,People Power Party,국민의힘,People Power Party,0.8728303119564743,274.0,0.3638525564803805,278,0.6361474435196195,30,0.8169934640522876,0.783391311743056,0.7710682232047733,0.8728303119564743
9771134,김희곤,金熙坤,Kim Heegon,M,1964-12-17,57.52876712328767,부산 동래구,Busan | Dongnae,['정무위원회'],['National Policy Committee'],1,국민의힘,People Power Party,국민의힘,People Power Party,0.9621540481164675,213.0,0.6129607609988109,235,0.3870392390011891,73,0.9602327837051406,0.9485799697753314,0.894511038632017,0.9621540481164675
9771094,송언석,宋彦錫,Song Eonseog,M,1963-05-16,59.11780821917808,경북 김천시,N. Gyeongsang | Gimcheon,['국토교통위원회'],"['Land, Infrastructure and Transport Committee']",2,국민의힘,People Power Party,국민의힘,People Power Party,0.970854045887385,196.0,0.25089179548156954,295,0.7491082045184305,13,0.9218009478672986,0.90276704389396,0.8909244374666084,0.970854045887385
9771258,김경만,金京萬,Kim Kyungman,M,1962-09-23,59.76164383561644,비례대표,Proportional seat,['산업통상자원중소벤처기업위원회'],"['Trade, Industry, Energy, SMEs, and Startups Committee']",1,더불어시민당,Platform Party,더불어민주당,Democratic Party of Korea,0.9924218352229744,141.0,0.9435196195005945,44,0.056480380499405514,264,0.9873976055450535,0.9924218352229744,0.911237120519417,0.9161546335628913
9770998,권칠승,權七勝,Kwon Chilseung,M,1965-11-18,56.608219178082194,경기 화성시병,Gyeonggi | Hwaseong C,['농림축산식품해양수산위원회'],"['Agriculture, Food, Rural Affairs, Oceans and Fisheries Committee']",2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9988807481727127,14.0,0.33650416171224734,282,0.6634958382877527,26,0.9982332155477032,0.9988807481727127,0.9047353950273345,0.8902144121784773
9771161,황운하,黃雲夏,Hwang Unha,M,1962-09-10,59.797260273972604,대전 중구,Daejeon | Jung,['산업통상자원중소벤처기업위원회'],"['Trade, Industry, Energy, SMEs, and Startups Committee']",1,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9953121297806627,110.0,0.8882282996432818,91,0.11177170035671824,217,0.9946452476572959,0.9953121297806627,0.9318878791334815,0.9351962226724955
9770859,한정애,韓貞愛,Han Jeoungae,F,1965-01-08,57.46849315068493,서울 강서구병,Seoul | Gangseo C,['행정안전위원회'],['Public Administration and Security Committee'],3,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9977927706963534,49.0,0.2978596908442331,289,0.702140309155767,19,0.9960079840319361,0.9977927706963534,0.9028774493185899,0.8888030167325476
9771259,권인숙,權仁淑,Kwon Insook,F,1964-08-28,57.83287671232877,비례대표,Proportional seat,"['교육위원회', '여성가족위원회']","['Education Committee', 'Gender Equality and Family Committee']",1,더불어시민당,Platform Party,더불어민주당,Democratic Party of Korea,0.9909867558732431,150.0,0.9286563614744352,60,0.0713436385255648,248,0.9878361075544174,0.9909867558732431,0.9200724830938509,0.9130143186432538
9771138,이주환,李周桓,Lee Joohwan,M,1967-08-20,54.85479452054795,부산 연제구,Busan | Yeonje,['산업통상자원중소벤처기업위원회'],"['Trade, Industry, Energy, SMEs, and Startups Committee']",1,국민의힘,People Power Party,국민의힘,People Power Party,0.9470909562354004,232.0,0.8686087990487514,112,0.13139120095124857,196,0.8891170431211499,0.9114215245365321,0.8638148370400078,0.9470909562354004
9770966,유동수,柳東秀,Yoo Dongsoo,M,1961-09-18,60.775342465753425,인천 계양구갑,Incheon | Gyeyang A,['정무위원회'],['National Policy Committee'],2,더불어민주당,Democratic Party of Korea,더불어민주당,Democratic Party of Korea,0.9959286689055991,94.0,0.9179548156956004,69,0.08204518430439955,239,0.9948186528497409,0.9959286689055991,0.9202269231255241,0.9247848554397743
